stable_id,niche,business_name,published_business_phone,city,county,state,lead_class,website_state,candidate_website_url,status,first_seen
google_maps:data_id:0x68811190f4452795:0xe74b50ddb39c4ae3,car-detailers,El Capitan Mobile Detailing,+1-510-630-3702,Alameda,Alameda,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x808f8709b95d4d5b:0xd73e1fa1e0fa11bd,car-detailers,Hard 2 Top Mobile Detail,+1-510-755-4738,Alameda,Alameda,CA,B,functional_with_objective_deficiency,http://www.hard2topdetail.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x2d6fb452df51eebd:0x27abe75bf3d02297,car-detailers,J&W Mobile Detailing – Ceramic Coating & Paint Correction,+1-510-756-4995,Alameda,Alameda,CA,REVIEW,automated_audit_inconclusive,https://www.jnwdetailing.com/,exported_2026-08-17,2026-08-16
google_maps:data_id:0x6ab1f5662962ae9:0x2d8a71ab7d59e29,car-detailers,JG Mobile Detailing,+1-661-303-7124,Alameda,San Francisco,CA,NOT_QUALIFIED,functional_no_supported_deficiency,https://www.jgmobiledetailing.com/,discovered,2026-08-16
google_maps:data_id:0x808f87d86f9aab61:0xc605d10785196895,car-detailers,Kart Shine Mobile Car Detailing,+1-510-800-9754,Alameda,Alameda,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x808f918cdfd91e3b:0xa61630422bd4faaf,car-detailers,Los Primos Auto Detailing,+1-510-990-9431,Alameda,Alameda,CA,NOT_QUALIFIED,functional_no_supported_deficiency,https://losprimosautodetailing.com/,discovered,2026-08-16
google_maps:data_id:0x4251268c9aa67f6b:0x59505498ea27f063,car-detailers,MIS Mobile Auto Detailing,+1-628-224-8000,Alameda,Alameda,CA,B,functional_with_objective_deficiency,https://misautodetail.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x808f87d871374ddf:0xcd26f5596fc1c3d,car-detailers,Markato Hand Carwash And Detail,+1-415-889-9108,Alameda,Alameda,CA,B,functional_with_objective_deficiency,https://markatodetailing.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x808f87300cfc3c1f:0xa9cc8aa4842992c1,car-detailers,Mickey's Auto Detail,+1-510-763-6375,Alameda,Alameda,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x808f86b4f3179471:0x8ab1a9304fc3f2bd,car-detailers,Mike's Craftline Detailing,+1-510-205-9819,Alameda,San Francisco,CA,B,functional_with_objective_deficiency,https://www.mikescraftlinedetailing.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x808f8169776ab6ed:0x9b4bdf762a1537e0,car-detailers,Mobile Labs,+1-510-978-6055,Alameda,Alameda,CA,NOT_QUALIFIED,functional_no_supported_deficiency,https://mobilelabz.com/,discovered,2026-08-16
google_maps:data_id:0x2bdb387051b1f793:0xaf0c58298f30cef1,car-detailers,NorthStar Mobile Detailing,+1-510-560-3487,Alameda,Alameda,CA,B,functional_with_objective_deficiency,https://northstardetailingmn.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80857d3d37059aeb:0x937abe9ddf57b0c8,car-detailers,Prime Shiners Mobile Auto Detailing,+1-415-990-2900,Alameda,Alameda,CA,B,functional_with_objective_deficiency,http://www.primeshiners.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x808f8570d8700001:0x478d1f261ac85df8,car-detailers,SGCB Auto Detailing,+1-415-919-8321,Alameda,Alameda,CA,A,broken_or_unreachable,https://sgcbdirect.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x674e4b11124b2037:0x51c9c8d175d7f347,car-detailers,Screwy Louie Auto Detailing,+1-510-867-0095,Alameda,Alameda,CA,A,broken_or_unreachable,https://www.screwylouieautodetailing.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=5500655082478300399,exported_2026-08-16,2026-08-16
google_maps:data_id:0xa0e8d6e9251b612d:0x778fcffe950ee42f,car-detailers,Seashine yacht cleaning & Maintenance,+1-510-428-2522,Alameda,Alameda,CA,NOT_QUALIFIED,functional_no_supported_deficiency,http://seashine.net/,discovered,2026-08-16
google_maps:data_id:0x808f81dcf738e59b:0x30eb010daca991a9,car-detailers,Squared Away Detailing,+1-808-482-8044,Alameda,Alameda,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x808f87d60c14a8b1:0x43215fa71382b79,car-detailers,SteamWorks Auto Detailing,+1-510-621-7433,Alameda,Alameda,CA,A,third_party_only,https://calendly.com/steamworksinc,exported_2026-08-16,2026-08-16
google_maps:data_id:0x4ff2e38c3af3d70f:0x8e75aca7753f8d8f,car-detailers,TrinityAuto Detailing,+1-415-603-1891,Alameda,Alameda,CA,NOT_QUALIFIED,functional_no_supported_deficiency,https://trinityauto.lovable.app/,discovered,2026-08-16
google_maps:data_id:0x862721d0ce9e786f:0xf19a47b30e8b90ef,car-detailers,Wills Auto Care,+1-510-470-0388,Alameda,Alameda,CA,A,broken_or_unreachable,http://wills-windows.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x808f8f6c4e8d14d7:0xcfeced3efaa6a419,car-detailers,XLNC Auto Beauty,+1-510-467-8404,Alameda,Alameda,CA,NOT_QUALIFIED,functional_no_supported_deficiency,https://www.xlncautobeautyca.com/?utm_source=GBP&utm_medium=Social&utm_campaign=Local,discovered,2026-08-16
google_maps:data_id:0x80857f8adf326f0f:0x479e61a35b7d27f2,car-detailers,1 Berkeley Auto Detailing,+1-510-841-6000,Berkeley,Alameda,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80857722a9dcdb63:0xc0f7c4207b943e00,car-detailers,510 Mobile Detail,+1-510-939-1594,Berkeley,Contra Costa,CA,B,functional_with_objective_deficiency,http://www.510mobiledetail.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x8e05f693cd22399d:0xf0e42711870cef1e,car-detailers,AP Auto Care,+1-530-366-0567,Berkeley,Alameda,CA,A,third_party_only,https://book.squareup.com/appointments/uh0v6jpel6l4m9/location/LGD727MFPTB66/services,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80857f6b116c1a9f:0xa93c9a2b58d70fb4,car-detailers,AcevesDetailing510,+1-510-928-0012,Berkeley,Alameda,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80857ec16ecb9575:0xb262fa8b266473bd,car-detailers,Alberty Detail Shop,+1-510-526-1987,Berkeley,Alameda,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x29bc9347817cccdf:0x65334130fe744f9f,car-detailers,All Mobile Details,+1-800-303-3020,Berkeley,Alameda,CA,REVIEW,automated_audit_inconclusive,http://allmobiledetails.net/,exported_2026-08-17,2026-08-16
google_maps:data_id:0x80857f24fd38568b:0x6353b5e872aed46c,car-detailers,Alpha 1 Detail,+1-804-709-7227,Berkeley,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80857f0023bfec89:0x277576c08a7a9f2f,car-detailers,Auto Presentation Details,+1-415-374-4848,Berkeley,Alameda,CA,B,functional_with_objective_deficiency,http://autopresentationservices.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0xaf4c09b70dab0d5f:0x1994dc7db19a9744,car-detailers,AutoKlean Mobile Detailing,+1-415-830-2575,Berkeley,San Mateo,CA,NOT_QUALIFIED,functional_no_supported_deficiency,https://www.autoklean.co/,discovered,2026-08-16
google_maps:data_id:0x808f8779b4567a63:0x7b68af4f9f08ff7b,car-detailers,BaasK in Lux Detailz,+1-628-227-4747,Berkeley,Alameda,CA,A,third_party_only,https://www.instagram.com/baaskinluxdetailz/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x84c7331154963571:0xfc079fb5805acc82,car-detailers,Berkeley Shining Mobile Carwash,+1-510-570-9056,Berkeley,Alameda,CA,A,broken_or_unreachable,https://www.shiningmobilecarwash.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0xac5feaaec8afcd1b:0xc4fca32b8512a7b0,car-detailers,Best Mobile Car Detailing and House Cleaning Services,+1-510-414-7975,Berkeley,Marin,CA,A,parked,https://www.bestmobilecarwash.info/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=9764866743318393725,exported_2026-08-16,2026-08-16
google_maps:data_id:0x808581c76289a755:0xa7dc1dd12bd9526c,car-detailers,Cassius Mobile Car Detailing of North Beach,+1-510-890-7568,Berkeley,San Francisco,CA,B,functional_with_objective_deficiency,https://cassiusmobilecardetailingsf.site/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80857d6409ab3941:0xa4dd140da249607d,car-detailers,Cooper Auto Detailing,+1-510-812-7514,Berkeley,Alameda,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0xac1193f70da95e81:0xa8f5141d87b57eb2,car-detailers,ETG Auto Ceramic Coating and Paint Correction Specialist,+1-510-735-9883,Berkeley,San Mateo,CA,A,broken_or_unreachable,https://etgautomotive.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x808581d0022317af:0x87a10c4bba11e347,car-detailers,GleamrX - Mobile Auto Detailing,+1-415-699-5786,Berkeley,San Francisco,CA,NOT_QUALIFIED,functional_no_supported_deficiency,https://www.gleamrx.com/,discovered,2026-08-16
google_maps:data_id:0x808576352cd5205b:0x499291cea221acfe,car-detailers,Go Green Mobile Service Eco Friendly Carwash and Detail,+1-510-221-7586,Berkeley,Contra Costa,CA,REVIEW,automated_audit_inconclusive,http://gogreenmobileservice.com/,exported_2026-08-17,2026-08-16
google_maps:data_id:0x8085811c1a230f37:0x4f04f98d39143c86,car-detailers,Golden State Mobile Auto Detail,+1-415-933-4127,Berkeley,San Francisco,CA,A,broken_or_unreachable,https://www.goldenstateautodetail.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x46d1b5e761c32aab:0xd4bfcbff73aaf377,car-detailers,Hi-Caliber AutoStyling,+1-925-538-3339,Berkeley,San Mateo,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x34d830b76daf0b5:0x9339d73888a5e34b,car-detailers,Hud Details,+1-408-710-9192,Berkeley,Santa Clara,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80857f78cb0af53b:0x55639dba9f660c62,car-detailers,Innovo Auto,+1-628-212-2001,Berkeley,Alameda,CA,NOT_QUALIFIED,functional_no_supported_deficiency,https://innovoauto.com/,discovered,2026-08-16
google_maps:data_id:0x80857ed4e6ae3d13:0xfd637e5661a8b0cd,car-detailers,J J's Auto Detailing Shop,+1-510-524-4900,Berkeley,Contra Costa,CA,NOT_QUALIFIED,functional_no_supported_deficiency,http://jjsdetail.com/,discovered,2026-08-16
google_maps:data_id:0x808f98acc120aba3:0x4ce7082ffebc2500,car-detailers,JB Mobile Detailing,+1-408-636-6723,Berkeley,San Mateo,CA,REVIEW,automated_audit_inconclusive,https://jbmobiledetailing.com/,discovered,2026-08-16
google_maps:data_id:0x67dcec34c64fa3e5:0xb781c0bbfe6bee8,car-detailers,Joe's Mobile Car Detailing,+1-510-463-4914,Berkeley,Alameda,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x808579007bb00577:0x3762f8d51a588f8d,car-detailers,Kes’s Auto Detailing,+1-510-374-6211,Berkeley,Contra Costa,CA,NOT_QUALIFIED,functional_no_supported_deficiency,http://kesautodetail.com/,discovered,2026-08-16
google_maps:data_id:0x808fa3172a2fffff:0x4b765b6eb0bd4b0c,car-detailers,Lux Mobile Car Wash,+1-510-304-8457,Berkeley,San Mateo,CA,B,functional_with_objective_deficiency,https://lux-auto-spa.base44.app/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x2e05828b529bba9b:0x452e1883df5ebd25,car-detailers,Mobile Detailing Solutions,+1-510-710-7636,Berkeley,Alameda,CA,REVIEW,automated_audit_inconclusive,http://mobiledetailingeastbay.com/,exported_2026-08-17,2026-08-16
google_maps:data_id:0xf96b8feed8e444d:0xe90533d2c7ce7d9e,car-detailers,Nex Zon Auto Detailing,+1-628-267-9366,Berkeley,Fresno,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x8e49ea950bddbeff:0x6a5981f4cb53f21c,car-detailers,NorCal Mobile Detailing Specialists,+1-510-394-5539,Berkeley,El Dorado,CA,A,broken_or_unreachable,http://norcalmds.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80857dd997149b65:0x67cd1b2dd3c4860f,car-detailers,Peoples Car Wash - Mobile Detailing Services,+1-510-978-7603,Berkeley,Alameda,CA,B,functional_with_objective_deficiency,http://www.peoplescarwash.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0xa9b1f256a1e83a8b:0xbec9a3778056f0cc,car-detailers,ShawnieBo Mobile Detailing,+1-831-253-6934,Berkeley,San Mateo,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0xaee2f2c552e8f955:0xb6d8d5bc04508a72,car-detailers,Shines Car Detailing Service,+1-408-893-2922,Berkeley,San Mateo,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x6c3382d82644bf41:0x26767f6963790182,car-detailers,Signature Detail Lab,+1-510-365-8016,Berkeley,Alameda,CA,A,third_party_only,https://book.squareup.com/appointments/a95ql8ajxim3wt/location/L60RXDZJVVXFW/services,exported_2026-08-16,2026-08-16
google_maps:data_id:0x808f7d0d91bffa3d:0x6dc8805bcc5b64e8,car-detailers,Specialty Mobile Detailing,+1-415-302-7046,Berkeley,San Francisco,CA,NOT_QUALIFIED,functional_no_supported_deficiency,https://specialtymobiledetailing.com/,discovered,2026-08-16
google_maps:data_id:0x54e0242289b5ac5:0x45f9c22d7bcfc498,car-detailers,Supreme Detail,+1-510-860-9295,Berkeley,Alameda,CA,NOT_QUALIFIED,functional_no_supported_deficiency,https://www.supremedetailsfbay.com/,discovered,2026-08-16
google_maps:data_id:0x80857ec3f6dcd413:0x7aaf0e0af7d3a772,car-detailers,Taj's Car Wash,+1-510-365-5023,Berkeley,Alameda,CA,B,functional_with_objective_deficiency,http://www.berkeleycarwash.com/#!contact/c1cv0,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80857f78c62b9451:0x30e77225b472628f,car-detailers,UpClose Detailing,+1-510-434-4344,Berkeley,Lake,CA,NOT_QUALIFIED,functional_no_supported_deficiency,https://www.upclosedetailing.com/,discovered,2026-08-16
google_maps:data_id:0x808579be9bc68b95:0xb8f1311a6795bcbe,car-detailers,VMP Auto Detailing (Mobile Detail Only),+1-510-426-7540,Berkeley,Contra Costa,CA,NOT_QUALIFIED,functional_no_supported_deficiency,https://www.vmpautodetailing.com/,discovered,2026-08-16
google_maps:data_id:0x8c83f04fb56711d3:0x5d03491345ae1c1f,car-detailers,Whittaker's Graffiti and Detailing,+1-510-978-3052,Berkeley,Alameda,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x808f810030e37c71:0xab1cbc652a2d9a19,car-detailers,Yay Area Mobile Detailing,+1-510-328-2380,Berkeley,Alameda,CA,REVIEW,automated_audit_inconclusive,http://yamd.godaddysites.com/,exported_2026-08-17,2026-08-16
google_maps:data_id:0x808ff312e2767e83:0x42bf2a8421cf4713,car-detailers,925 Auto Detail,+1-925-831-2846,Dublin,Contra Costa,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x4e58e22aaa4ba2b3:0xbd32f189650d2ca0,car-detailers,A&N Mobile Car Detailing of San Ramon,+1-628-977-0715,Dublin,Contra Costa,CA,NOT_QUALIFIED,functional_no_supported_deficiency,https://andetailing.com/,discovered,2026-08-16
google_maps:data_id:0x808f8d84dd72bb91:0x25e7a6474657950a,car-detailers,A&N Mobile Detailing,+1-628-977-0715,Dublin,Contra Costa,CA,NOT_QUALIFIED,functional_no_supported_deficiency,https://andetailing.com/,discovered,2026-08-16
google_maps:data_id:0xae8ef9ee9c4f0003:0xcbb81ed9d3de91ad,car-detailers,Alloy Mobile Detailers - Mobile Car Detailing,+1-925-336-3596,Dublin,Alameda,CA,NOT_QUALIFIED,functional_no_supported_deficiency,https://www.alloymd.com/,discovered,2026-08-16
google_maps:data_id:0x808fe9ef084166d5:0x256dc1c305729b2a,car-detailers,Auto Detailing,+1-925-730-9356,Dublin,Alameda,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x808fed6f29b5f0bb:0x81d52acbec3a92e,car-detailers,"Auto Pro Detailing & Aegis: Ceramic Coating, Paint Protection Film, & Window Tinting",+1-408-442-7210,Dublin,Alameda,CA,NOT_QUALIFIED,functional_no_supported_deficiency,https://autoprodetailing.com/,discovered,2026-08-16
google_maps:data_id:0x808fec6b110938bd:0xf85682e60e90d378,car-detailers,Auto Pro Detailing Dublin,+1-925-560-8292,Dublin,Alameda,CA,REVIEW,automated_audit_inconclusive,https://www.autoprodetailing.com/,exported_2026-08-17,2026-08-16
google_maps:data_id:0x61bf9fb844f9aebf:0x62fb4f63498135b2,car-detailers,Auto Wrap Solutions,+1-510-935-6111,Dublin,Alameda,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x4e4e205a3dfc6853:0x8a53fcf5aae505d7,car-detailers,Bay Area Headlightz,+1-925-640-6342,Dublin,Contra Costa,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80901f7a3dab9c63:0xcf1dc3a015190a32,car-detailers,Biagio’s Automotive PPF/Coatings/Tint,+1-925-724-6435,Dublin,Alameda,CA,NOT_QUALIFIED,functional_no_supported_deficiency,https://www.biagiosautodetailing.com/,discovered,2026-08-16
google_maps:data_id:0xafbbbca30ff4b1df:0xedd58b1ab46b9885,car-detailers,BlackHawkDetailCo,+1-925-875-8031,Dublin,Contra Costa,CA,A,no_website_link_listed,https://blackhawk-car-detailing.netlify.app/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x2ba708d6e9b4cd2b:0x7d2fe491a58fc6d0,car-detailers,Blackhawk Detail Co,+1-925-875-8031,Dublin,Contra Costa,CA,NOT_QUALIFIED,functional_no_supported_deficiency,https://blackhawk-car-detailing.netlify.app/,discovered,2026-08-16
google_maps:data_id:0x808fed9001c67d1b:0xfdcfcdcb05a8db94,car-detailers,Cali Car Co Mobile,+1-925-549-4555,Dublin,Alameda,CA,NOT_QUALIFIED,functional_no_supported_deficiency,http://www.calicarcomobile.com/,discovered,2026-08-16
google_maps:data_id:0x808ff2934e72da83:0xb1327ad6e1057f49,car-detailers,"Clean Masheen, Premium Auto Detailing LLC",+1-844-564-1475,Dublin,Contra Costa,CA,B,functional_with_objective_deficiency,https://www.cleanmasheen.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x85c17c2421364645:0xa8629cf85c0744c4,car-detailers,Daniels Precision Cleaning,+1-832-586-2764,Dublin,Alameda,CA,A,third_party_only,https://daniels-precision-cleaning.square.site/,exported_2026-08-16,2026-08-16
google_maps:data_id:0xa588c210f7fbc703:0x26872304a9011cc5,car-detailers,Diablo Valley Detailing,+1-925-886-1723,Dublin,Contra Costa,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x6d9d1f4440e77e25:0x1e8b67782975e836,car-detailers,EcoCleanXpressLLC,+1-925-588-8431,Dublin,Alameda,CA,B,functional_with_objective_deficiency,http://ecocleanxpress.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x2cdfa271d320541:0x7e3e6755eaeb964a,car-detailers,Elite Detailing,+1-209-262-8516,Dublin,Contra Costa,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x667d63dd794c935b:0x84bdc485bc5663a6,car-detailers,EliteAutoDetailingLlc,+1-925-895-2781,Dublin,Alameda,CA,B,functional_with_objective_deficiency,https://elitedetailingcalifornia.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x808fe962a13c9e87:0x2a8f234bfb1b6a5e,car-detailers,Fresh Mobile Detailing,+1-925-200-3000,Dublin,Contra Costa,CA,B,functional_with_objective_deficiency,https://www.fresh1mobiledetailing.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x65aa38f27b1b3151:0xe7f683e174b138f6,car-detailers,Fresh Mobile Details,+1-925-200-3000,Dublin,Alameda,CA,B,functional_with_objective_deficiency,https://www.fresh1mobiledetailing.com/,discovered,2026-08-16
google_maps:data_id:0x808fed082ac1bbab:0xde47ab30ed2e2fb8,car-detailers,Golden State Auto Detailing,+1-925-404-7530,Dublin,Contra Costa,CA,A,broken_or_unreachable,https://www.precisionshinedetailing.net/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x808fc780c856b43f:0x2256570c4d0fd549,car-detailers,"High Gloss Auto Detailing - Ceramic Coating, PPF, Paint Protection Film, Window Tint",+1-510-542-3295,Dublin,Alameda,CA,NOT_QUALIFIED,functional_no_supported_deficiency,https://highglossautodetailing.com/,discovered,2026-08-16
google_maps:data_id:0x280bfd8c9f01d403:0x8e3abd485634ac72,car-detailers,Joe's Mobile Auto Detailing,+1-925-580-0006,Dublin,Alameda,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x808fefb6435bddfb:0x3d8e22ec9f07b908,car-detailers,Lucas's Car Spa,+1-925-967-4271,Dublin,San Mateo,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0xa121eaa340d41709:0xa4a9c10f10d2df65,car-detailers,Lux Detailing Solutions,+1-925-817-9712,Dublin,Alameda,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x686931bea7ff0f7:0x2dcf15cfe306142e,car-detailers,M3 Detailing,+1-510-999-2905,Dublin,Alameda,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x808fe9284c508c97:0x3617a3b2716c5782,car-detailers,MDS Mobile Detail Specialist,+1-925-803-9421,Dublin,Contra Costa,CA,B,functional_with_objective_deficiency,https://www.mdsspecialistbayarea.net/,exported_2026-08-16,2026-08-16
google_maps:data_id:0xecc17f7cdb37b47:0x53da2a0f70d67e08,car-detailers,Makarov's Mobile Detailing,+1-925-413-3080,Dublin,Alameda,CA,REVIEW,automated_audit_inconclusive,http://makarovsmobiledetailing.com/,discovered,2026-08-16
google_maps:data_id:0x808fed9b426076a1:0x2817fdd6901f1288,car-detailers,Mobile Detail Service,+1-925-548-3770,Dublin,Alameda,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x808fe56b8705743b:0x510f7a7fd76676ec,car-detailers,Montano Auto Detail,+1-925-895-1327,Dublin,Alameda,CA,NOT_QUALIFIED,functional_no_supported_deficiency,http://www.montanoautodetail.com/,discovered,2026-08-16
google_maps:data_id:0x808fe9ac57defb07:0x2b730e41af742c44,car-detailers,O & L Professional Detailers/Ceramic Coating / PPF / Clear Bra / Ultimate Hand Car Wash,+1-925-339-3788,Dublin,Alameda,CA,NOT_QUALIFIED,functional_no_supported_deficiency,https://www.oandlprofessionaldetailers.com/,discovered,2026-08-16
google_maps:data_id:0x808fe937d8ad46cb:0x8889c4600d73175e,car-detailers,Omega Werks,+1-925-227-1322,Dublin,Alameda,CA,A,third_party_only,https://www.instagram.com/omega_werks,exported_2026-08-16,2026-08-16
google_maps:data_id:0x808ff3e6f5493bef:0xae4fc3c3731d9c4c,car-detailers,Precision Shine Detailing,+1-925-309-0972,Dublin,Contra Costa,CA,NOT_QUALIFIED,functional_no_supported_deficiency,http://precisionshinedetailings.com/,discovered,2026-08-16
google_maps:data_id:0x808fe9b309a6e42b:0xe7df954a2ef82568,car-detailers,Q&R Auto Detailing,+1-925-484-0144,Dublin,Alameda,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x88057f5efbf8e419:0xe2e3451033d8e890,car-detailers,Rise n Shine Detailing,+1-510-449-6060,Dublin,Alameda,CA,B,functional_with_objective_deficiency,http://risenshineautodetail.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0xafe573b664d54fb5:0x57b8ea585c6d9153,car-detailers,Santi's Luxury Car Detailing,+1-925-784-2680,Dublin,Alameda,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x85d8ecb3c5185cd:0xf3b66ce1a738ef89,car-detailers,ShineTimeDetailing,+1-805-754-0340,Dublin,Alameda,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x4bad9edf1e6dfbc3:0xaf4874ae390e3dfc,car-detailers,Shiny restore,+1-925-640-6730,Dublin,Alameda,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x4034efb74c8f855f:0x2efee475ab7fea0c,car-detailers,TVA Mobile Detailing,+1-925-413-3080,Dublin,Contra Costa,CA,A,no_website_link_listed,http://makarovsmobiledetailing.com/,exported_2026-08-16,2026-08-16
