Business Name,Contact / First & Last Name,Phone,Email,Address,City,State / Province,Notes,Birthday,Industry
Cherry Hill Auto Wash,,+1-562-216-4981,,,Carson,CA,P2 | Class A | no website found on Google,,Car Washes
College Plaza Express Car Wash,,+1-562-591-5000,,,Carson,CA,P3 | Class A | website broken or unreachable | https://www.collegeplazaexpresscarwash.com/,,Car Washes
Del Amo Car Wash,,+1-310-370-4821,,,Carson,CA,P2 | Class A | no website found on Google,,Car Washes
Dominguez A Car Wash,,+1-310-225-6940,,,Carson,CA,P2 | Class A | no website found on Google,,Car Washes
ELITE AUTO DETAIL,,+1-310-874-0703,,,Carson,CA,P3 | Class A | website broken or unreachable | https://elite-auto-detail.business.site/,,Car Washes
Excellent Car Wash & Auto Detail,,+1-562-997-1415,,,Carson,CA,P2 | Class A | no website found on Google,,Car Washes
Excellent Carwash & Auto Detail,,+1-562-606-2236,,,Carson,CA,P2 | Class A | no website found on Google,,Car Washes
Expert Mobile Detail,,+1-310-529-1409,,,Carson,CA,P1 | Class A | only a Facebook/booking/directory page | https://www.instagram.com/expert_mobile_detail?igsh=MzRlODBiNWFlZA==,,Car Washes
Lomita Car Wash,,+1-424-250-0018,,,Carson,CA,P2 | Class A | no website found on Google,,Car Washes
Melena Bros Mobile Car Wash & Detailing,,+1-562-361-3863,,,Carson,CA,P2 | Class A | no website found on Google,,Car Washes
PV Car Wash & Gas Station,,+1-424-516-6006,,,Carson,CA,P2 | Class A | no website found on Google,,Car Washes
Supreme on the mobile car wash,,+1-323-633-3963,,,Carson,CA,P2 | Class A | no website found on Google,,Car Washes
Torrance Auto Spa,,+1-310-533-1005,,,Carson,CA,P2 | Class A | no website found on Google,,Car Washes
Undoubtedly Number One Jomo Mobile Detailing,,+1-310-283-2113,,,Carson,CA,P2 | Class A | no website found on Google,,Car Washes
VIP Detail service #2,,+1-310-291-9024,,,Carson,CA,P2 | Class A | no website found on Google,,Car Washes
Village Auto Spa,,+1-310-679-7995,,,Carson,CA,P2 | Class A | no website found on Google,,Car Washes
Al's Auto Spa #5,,+1-949-388-4911,,,Downey,CA,P2 | Class A | no website found on Google,,Car Washes
DNA auto detailing,,+1-562-228-4534,,,Downey,CA,P2 | Class A | no website found on Google,,Car Washes
El Plebe Car Wash Auto Detail,,+1-323-457-9258,,,Downey,CA,P2 | Class A | no website found on Google,,Car Washes
Elite Auto & Fleet Wash,,+1-562-571-9895,,,Downey,CA,P2 | Class A | no website found on Google,,Car Washes
Firestone Hand Car Wash,,+1-562-776-1705,,,Downey,CA,P2 | Class A | no website found on Google,,Car Washes
La Rosca Car wash mobile,,+1-323-926-1846,,,Downey,CA,P2 | Class A | no website found on Google,,Car Washes
Los3carnales auto detail,,+1-323-286-2085,,,Downey,CA,P2 | Class A | no website found on Google,,Car Washes
Papa John Car Wash,,+1-562-862-8911,,,Downey,CA,P2 | Class A | no website found on Google,,Car Washes
Rich & Rays Mobile Car wash & Detailing,,+1-562-503-2864,,,Downey,CA,P2 | Class A | no website found on Google,,Car Washes
Roysmobiledetail,,+1-323-301-5333,,,Downey,CA,P2 | Class A | no website found on Google,,Car Washes
South Gate Express Car Wash,,+1-818-288-5163,,,Downey,CA,P2 | Class A | no website found on Google,,Car Washes
Splashed Bros inc,,+1-310-438-1883,,,Downey,CA,P2 | Class A | no website found on Google,,Car Washes
Star Car Wash,,+1-562-291-1057,,,Downey,CA,P2 | Class A | no website found on Google,,Car Washes
Tiki Tours,,+1-562-928-4324,,,Downey,CA,P2 | Class A | no website found on Google,,Car Washes
Touch & Glow Car Wash,,+1-562-577-9395,,,Downey,CA,P2 | Class A | no website found on Google,,Car Washes
Xpress Wash Inc,,+1-323-560-8219,,,Downey,CA,P2 | Class A | no website found on Google,,Car Washes
Bubble Bath Car Wash,,+1-626-448-0520,,,El Monte,CA,P2 | Class A | no website found on Google,,Car Washes
Damian’s auto detailing,,+1-626-831-4913,,,El Monte,CA,P2 | Class A | no website found on Google,,Car Washes
Dubble A mobile detail,,+1-626-725-1258,,,El Monte,CA,P2 | Class A | no website found on Google,,Car Washes
Durfee Car Wash Lube and Oil,,+1-626-455-0266,,,El Monte,CA,P2 | Class A | no website found on Google,,Car Washes
Jc Mobile Carwash,,+1-323-206-7224,,,El Monte,CA,P2 | Class A | no website found on Google,,Car Washes
Preciado’s Auto Spa,,+1-626-627-8332,,,El Monte,CA,P2 | Class A | no website found on Google,,Car Washes
Ramona Car Wash,,+1-562-948-2575,,,El Monte,CA,P2 | Class A | no website found on Google,,Car Washes
Star Car Wash/Star Auto SPA,,+1-626-444-3555,,,El Monte,CA,P2 | Class A | no website found on Google,,Car Washes
Weekend Wash and Detailing,,+1-626-747-2500,,,El Monte,CA,P2 | Class A | no website found on Google,,Car Washes
Apex Mobile Detailing,,+1-747-767-0901,,,Glendale,CA,P1 | Class A | only a Facebook/booking/directory page | https://www.instagram.com/apexdetailing.la?igsh=NTc4MTIwNjQ2YQ==&utm_source=qr,,Car Washes
"Carnuwax, INC.",,+1-818-955-5340,,,Glendale,CA,P2 | Class A | no website found on Google,,Car Washes
DNG Mobile Detail,,+1-818-858-8640,,,Glendale,CA,P2 | Class A | no website found on Google,,Car Washes
Iron and Shine Auto Detailing,,+1-818-291-3908,,,Glendale,CA,P3 | Class A | website broken or unreachable | https://www.ironandshineautodetailing.com/,,Car Washes
JN car wash,,+1-323-258-2221,,,Glendale,CA,P2 | Class A | no website found on Google,,Car Washes
Michael Mobile car detailing,,+1-818-778-0992,,,Glendale,CA,P2 | Class A | no website found on Google,,Car Washes
Noy mobile carwash,,+1-747-221-2006,,,Glendale,CA,P1 | Class A | only a Facebook/booking/directory page | https://www.instagram.com/noymobilecarwash?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,,Car Washes
Premier Auto Spa Glendale,,+1-626-720-7761,,,Glendale,CA,P2 | Class A | no website found on Google,,Car Washes
Resurgence Mobile Detailing,,+1-213-912-8478,,,Glendale,CA,P2 | Class A | no website found on Google,,Car Washes
110autospa,,+1-323-849-8197,,,Inglewood,CA,P2 | Class A | no website found on Google,,Car Washes
Car Cleaning Machine,,+1-310-327-8900,,,Inglewood,CA,P2 | Class A | no website found on Google,,Car Washes
Century Car Wash full service express service and auto detailing,,+1-310-674-2266,,,Inglewood,CA,P2 | Class A | no website found on Google,,Car Washes
Daddy’s mobile detail,,+1-310-346-9782,,,Inglewood,CA,P2 | Class A | no website found on Google,,Car Washes
E-Z Self Services Car Wash,,+1-310-219-2160,,,Inglewood,CA,P2 | Class A | no website found on Google,,Car Washes
Excellent Car Wash & Auto Detailing,,+1-323-242-5265,,,Inglewood,CA,P2 | Class A | no website found on Google,,Car Washes
