origin,niche,stable_id,business_name,published_business_phone,candidate_website_url,lead_class,city,county,state,website_state
engine-v2,window-tint,google_maps:data_id:0x808561e421dd80ab:0x14c398c7bd01b0d6,Eagle Style Window Tint | Xpel Plus Ceramic | Paint Protection Film | WRAP VINYL 3M AVERY ORACLE EVOLVE BAY-AREA,+1-925-348-0066,,A,Concord,Contra Costa,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80855b00b49e47f1:0xfd79adc31f9edc5d,American Grade Window Tint,+1-925-305-1295,http://americangradewindowstint.com/?utm_source=gmb&utm_medium=referral,A,Pittsburg,Contra Costa,CA,broken_or_unreachable
engine-v2,window-tint,google_maps:data_id:0x8085597273e08e49:0x2293ae24ee9eccca,ECLIPSE WINDOW TINTING,+1-925-267-3658,,A,Pittsburg,Contra Costa,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80855bc5b30c21c3:0x6b19a41e5d737b00,Obsidian Auto Glass & Tint,+1-707-712-0072,,A,Pittsburg,Contra Costa,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80855b4df3ea153f:0xfb088e540f18487,PREMIUM WINDOW TINT & AUTOWORX,+1-510-631-5199,https://premiumwindowtint.com/,B,Pittsburg,Contra Costa,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x8085773f2dd377d3:0xf25817e566d20134,Ace Mobile Window Tinting,+1-510-998-4700,,A,Richmond,Contra Costa,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x808ff385cd5d8f43:0x9892f349d9bacf0e,Autoskin Graphics Lab,+1-510-295-5026,https://autoskingraphicslab.com/,B,San Ramon,Contra Costa,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x808561cde1c1149f:0x4f5ab1ce7469d8e0,All City Window Tinting,+1-925-326-8971,http://allcitytint.com/,B,Walnut Creek,Contra Costa,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x809add24ff592f69:0x82514b69fa3096a9,NorCal Wraps & Tint,+1-530-565-6692,http://www.norcalwrap.com/,B,El Dorado Hills,El Dorado,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x809a592858011da9:0x8eb2d047e1df020a,Kingdom Coverings,+1-530-363-0404,https://www.norcaltintzone.com/,A,Placerville,El Dorado,CA,broken_or_unreachable
engine-v2,window-tint,google_maps:data_id:0x809a595f675018ad:0x1760c3cda51e25a6,Tint Zone,+1-530-622-6713,https://www.norcaltintzone.com/,A,Placerville,El Dorado,CA,broken_or_unreachable
engine-v2,window-tint,google_maps:data_id:0x80945c7f4c8ecbd1:0x1f65db07b9c7c3e4,House Of Shades Window Tinting,+1-559-412-0013,,A,Clovis,Fresno,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80945b82d3d36527:0x976f77374b3df51a,"Top Auto Glass, Tint, & Paint Protection",+1-559-940-7112,https://www.topautoglassclovis.com/,B,Clovis,Fresno,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80946765477733c1:0x821dade21b29d559,Detail Kingz Auto Spa,+1-559-530-4107,,A,Fresno,Fresno,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80945de146c2712d:0xed84049618512e27,Tint Pros window tinting and wraps,+1-559-222-8468,http://tintpros.net/,B,Fresno,Fresno,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x54d3ffe3341aaeb7:0x7a42a70bd5152495,Ricardo's Window Tinting,+1-707-616-6345,,A,Eureka,Humboldt,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x54d3ffb3f172e311:0xbfb157efe43c7764,Sharp Auto Graphics,+1-707-442-3061,,A,Eureka,Humboldt,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80d7654a602bc933:0x80b93be6bfb2426a,So Cal Window Tinting,+1-760-357-6225,,A,Calexico,Imperial,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80ea419c6539d0c5:0x3a9b3a4dc3919695,Bakersfield Tint Work's,+1-661-380-9673,,A,Bakersfield,Kern,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80ea4355690da921:0xff704d47036faad2,No Limits Auto Detail,+1-661-545-1254,,A,Bakersfield,Kern,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80ea41d49036563d:0x9b92b12eb4479737,Prestige window tinting,+1-661-432-3092,https://square.site/book/AH1AREH8TP97X/prestige-window-tinting-bakersfield-ca,A,Bakersfield,Kern,CA,third_party_only
engine-v2,window-tint,google_maps:data_id:0x80eae55478bfa231:0x4b4b9784874bd172,Express Window Tinting,+1-661-229-7351,,A,Delano,Kern,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x8094c38253057291:0x1f94e36c32c6b191,FIVE STAR WINDOW TINTING & AUTO GLASS,+1-559-713-8649,http://fivestarwindowtint.wixsite.com/mysite,B,Hanford,Kings,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x8094c363cc8d1759:0x40c5e168061b1964,KING WINDOW TINT & AUTO GLASS,+1-559-670-3918,,A,Hanford,Kings,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x8094c3802ea6b53f:0x1881bf508d76a528,Tint Doctor and Auto Glass,+1-559-589-9355,https://tintdoctor559.com/,B,Hanford,Kings,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80c2c5edf28cc949:0x43a219dbf4517abb,Alhambra Mobile Window Tinting,+1-626-427-8522,https://www.alhambrawindowtinting.com/,B,Alhambra,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80c2c50e1bf4d4e3:0x2fe44077fdf8ee5a,G5 Tint Shop Alhambra,+1-626-282-0010,https://www.g5tintshop.com/,B,Alhambra,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80c2d82fd146376f:0x91d01161b25bdda2,BP Stereo and Tint,+1-323-362-3070,http://www.bpstereo.com/,B,Baldwin Park,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80c2cd3bc5d73d25:0x143cd531c6ced080,G&C Window Tint,+1-323-313-9162,,A,Bellflower,Los Angeles,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80c2953d11f2cb95:0x1337247eb61d1f6d,Town Star Window Tint,+1-747-528-8681,https://www.instagram.com/town_star_tint?igsh=NTc4MTIwNjQ2YQ==,A,Burbank,Los Angeles,CA,third_party_only
engine-v2,window-tint,google_maps:data_id:0x80dc838d4001b31f:0xda9a4f8df1d8923b,BRAVO TINTING,+1-808-302-7128,https://bravotinting.com/,B,Carson,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80dd357c7c00f121:0x671af59e097eb0c4,Prime Tints,+1-424-376-8214,,A,Carson,Los Angeles,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80dd351a96a2581d:0x222609ac5e658c80,Pro-tech Car Stereo & Tinting,+1-909-507-6318,https://protechtintingcarson.com/,B,Carson,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80dd2b93687ce8bd:0x21f2516b7608277e,316 Autohaus | Covina,+1-626-775-5560,,A,El Monte,Los Angeles,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80c2c1d39d05c637:0x327f5726b2184f58,LA Tint King,+1-747-333-9900,https://m.facebook.com/pages/category/Automotive-Window-Tinting-Service/La-TINT-KING-464483970398980/,A,Glendale,Los Angeles,CA,third_party_only
engine-v2,window-tint,google_maps:data_id:0x80c2c98326689baf:0x8e4a93db7729d82e,Hollywood Tint - Mobile Tinting,+1-818-927-5488,https://hollywoodtintcom.square.site/,A,Inglewood,Los Angeles,CA,third_party_only
engine-v2,window-tint,google_maps:data_id:0x22a56575921ddfaf:0x33c9becb8023a748,Ar-Tint,+1-661-463-0555,https://ar-tintca.com/,A,Lancaster,Los Angeles,CA,parked
engine-v2,window-tint,google_maps:data_id:0x80c25b94f0652cf5:0x55959e1e28d96389,Cali Tint Pros,+1-661-554-0707,http://calitintpros.net/,B,Lancaster,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80c25bcde850696b:0x9a7ddd3e9084c973,Heinz Custom Tint,+1-661-433-4435,http://heinzcustomtint.com/,B,Lancaster,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80c25ba944ff65e9:0x7fda67be6a2ecdd9,King Style Window Tinting,+1-661-582-9179,,A,Lancaster,Los Angeles,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x151fff275e10c197:0xe773094174cca225,Mario's Tint,+1-661-609-9165,http://www.facebook.com/mariostinting,A,Lancaster,Los Angeles,CA,third_party_only
engine-v2,window-tint,google_maps:data_id:0x80c25be19ef22dc7:0xcb720aac66b4957d,Premier window tinting,+1-661-794-9798,,A,Lancaster,Los Angeles,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80c25a8dc12a094b:0xe5650aa89f52ce8b,Protek Window Tinting,+1-661-723-1072,https://www.protektinting.com/,B,Lancaster,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80c25953f4a594bd:0x1d2dd955fe080942,The Tint Vault,+1-661-941-5492,http://thetintvault.com/,B,Lancaster,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80dd3115fdfb1599:0x2811b8ab1c8dc30f,BMA TINT SHOP,+1-562-253-1249,https://www.bmatintshop.com/,B,Long Beach,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x8f035a80cd0d4e4f:0x7f452aa6bff518d2,Platinum Motorworks,+1-562-580-4080,http://platinummotorworks.com/,A,Long Beach,Los Angeles,CA,broken_or_unreachable
engine-v2,window-tint,google_maps:data_id:0x80dd340be4a532ff:0x2292d66d6ad492a,Precision Tint LLC,+1-562-603-3744,https://precisiontintllc.com/,B,Long Beach,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80c2d3a876a2f439:0xd2b69c3e182d7d3,Rude Boys Motorsports,+1-213-318-0280,http://www.rudeboysmotorsports.com/,A,Norwalk,Los Angeles,CA,broken_or_unreachable
engine-v2,window-tint,google_maps:data_id:0x6a08c42e96aa95f9:0xbe646b3279833752,Fresh Off The Lot Mobile Window Tinting,+1-661-268-9477,https://app.tintwiz.com/web/cs/8bj5un6j8q94gunsagsddj6uwlyme41p,B,Palmdale,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80c25985c9edb3eb:0x4b29c912873bb2c2,Mafia tints,+1-661-998-0915,,A,Palmdale,Los Angeles,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80c2591af7c8373b:0x8c7493343133ed87,Only Tints / Krispy Clean,+1-661-670-4511,https://krispycleanexclusive.com/,B,Palmdale,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80c259452dbdf501:0x552f6c361081a587,Tuners Garage,+1-661-886-8048,,A,Palmdale,Los Angeles,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80c2cb8336a38617:0x4807cf11cdeb0357,sonixcustom,+1-714-936-5438,http://sonixcustom.com/,B,Pasadena,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80c32e3cf746656b:0x1272d2262c6df118,Blackout Glass Tinting-Automotive,+1-909-596-5422,,A,Pomona,Los Angeles,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80c32f52e4120041:0xcf2da3fc243880d0,VIP WINDOW TINT,+1-909-282-3634,,A,Pomona,Los Angeles,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80c27dde2e255357:0xaa1b34fb7b1bf2c8,Autoskinz,+1-661-347-8468,https://www.autoskinz.com/,B,Santa Clarita,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x2437c1cd37bf7781:0xff2c57524d1692af,Elite Valley Window Tint,+1-747-268-8566,https://www.elitevalleywindowtint.com/,B,Santa Clarita,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80c2cb430a75d26f:0xa54f93d074931ea,South Tint & Wrap,+1-714-829-0682,https://www.southtw.com/,A,South Gate,Los Angeles,CA,broken_or_unreachable
engine-v2,window-tint,google_maps:data_id:0x80dd4bafe4713b09:0x52501525555c8b28,South Bay Customs & Exotics,+1-310-997-7291,https://sbcewraps.com/,B,Torrance,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80c3294ea4ab3c95:0x405e3e0b9e18402a,America Tint ⭐️⭐️⭐️⭐️⭐️,+1-626-788-7770,https://www.americatint.com/,B,West Covina,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80c2d539f42aca37:0x31b770e79eb754,"T9 Color Wrapping , Window Tinting",+1-909-706-0000,,A,West Covina,Los Angeles,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80c329b6c20cefb7:0x737c381f15ec60d1,TopRatedAutoCare,+1-626-838-9190,https://www.topratedautocare.com/,A,West Covina,Los Angeles,CA,broken_or_unreachable
engine-v2,window-tint,google_maps:data_id:0x80c2d5d39a470739:0x6ee2ea376ee36f22,Solax Auto Tint,+1-562-783-0603,http://solaxtint.com/,B,Whittier,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80c2d1847f451dd7:0xf8c9500c83bacc36,Whittier Tint Shop,+1-562-908-6808,http://www.whittiertintshop.com/,B,Whittier,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80940c6cef03c7b9:0x1b84b5be9213c934,Joey's Glass,+1-559-718-8345,,A,Madera,Madera,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80940dbba86197bd:0x418691e90d7ebf40,Optimum Tint,+1-559-363-2009,,A,Madera,Madera,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80940965fecf2065:0x6d074b0dc417facd,Tint Works,+1-559-706-8022,http://tintworksmadera.com/,B,Madera,Madera,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x8085bd5b87f32d49:0x4411f15ba35877f5,Professional Window Tinting Marin Auto Film Installers LLC,+1-415-240-0814,https://professional-window-tintingmarin-auto-film-installers-llc.square.site/,A,Novato,Marin,CA,third_party_only
engine-v2,window-tint,google_maps:data_id:0x8085997acdad90e9:0x9c79c74171e9bbae,San Rafael Tinting,+1-628-261-7299,https://sanrafaeltint.com/,B,San Rafael,Marin,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80817b760ebad963:0x7ef686ccea4390d3,Exclusive Automotive Window Tint,+1-707-272-4040,,A,Ukiah,Mendocino,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x2507c001c18e9127:0x1413544f32053904,Structured Film,+1-707-472-1962,https://www.instagram.com/structuredfilm?igsh=MzRlODBiNWFlZA==,A,Ukiah,Fresno,CA,third_party_only
engine-v2,window-tint,google_maps:data_id:0x808164d563e1b579:0x7ae9077c165dfac1,Tint Pros,+1-707-272-9353,,A,Ukiah,Mendocino,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x4bf24be6e52ff61:0x1f458eeaa30856ee,Jay Window Tinting,+1-415-574-6110,,A,Los Banos,Merced,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80917fa77fa409df:0x50782aed45b3b926,Kraken Window Tint,+1-209-496-4597,https://krakenwindowtinting.weebly.com/,B,Los Banos,Merced,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0xea9aebdbae7c76b:0x123c1034b43a8211,Top Secret Tint,+1-209-704-2682,https://topsecrettint.com/?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAdGRleAO4GNFleHRuA2FlbQIxMQBzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae98S4hY4MduIr0yDdmhJFLwHKgslK8qVoyQ0YLX1VgcPcNlDgrFOnXKKyCEQ_aem_i68A-dSqdDosHjcbg_051Q,B,Los Banos,Merced,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x809143755f7c66cb:0x5d21a68cd5babd99,CaTints,+1-209-930-6622,,A,Merced,Merced,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x8091432c1e501851:0x2293fb07d50f538f,Mr Tint Merced,+1-209-285-3536,https://www.mercedtinting.com/,B,Merced,Merced,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x809143bae1f1bd75:0x6d424ece2c319bd,Sunrise Window Tint,+1-209-500-7707,https://tacitflyer.github.io/tacitflyer/,B,Merced,Merced,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x809143518d02fd99:0x604bdfdc2317b2d6,Tint Dynamics,+1-209-205-0771,,A,Merced,Merced,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x808df888a1948533:0x537a13d6ee8b4faf,Fresh Tint & Vehicle Wraps,+1-831-775-9886,,A,Salinas,Monterey,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x808e070c2ebce3d1:0x6fb7cb73f01b8119,Tint Shop at Monterey INC.,+1-831-402-3853,https://thetintshopatmonterey.com/,B,Salinas,Monterey,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80850703d6fa5943:0xb1c7bcf340e669fc,ACheveto Window Tint,+1-707-934-7632,https://chevetowindowtint.com/,B,Napa,Napa,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x809b7a1669f9831f:0x5ab255fd069ad156,KustomTint,+1-800-762-8468,,A,Grass Valley,Nevada,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80dd21a4f3c554c3:0xf34435e6abff446b,Mai's Mobile Tint & PPF,+1-657-205-8468,http://www.maismobile.com/,B,Costa Mesa,Orange,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80dcdf926443605d:0xabb70c3c5518d75d,Royalty Wraps & Tint,+1-949-439-1612,http://www.royaltywrapsoc.com/,B,Costa Mesa,Orange,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80dd2075c5c75c93:0xd85c45e9c90a96eb,Signature Glass Tinting,+1-949-515-8468,http://www.signaturetint.com/,B,Costa Mesa,Orange,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80dd297eba20e06f:0x54671b27c4cb9e1c,Bauss Film Worx,+1-949-745-5895,http://www.baussfilmworx.com/,B,Garden Grove,Orange,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80dd29cb687d029f:0xa6ef62c72cbf93d3,Tintricate,+1-714-206-0044,http://tintricate.square.site/,A,Garden Grove,Orange,CA,third_party_only
engine-v2,window-tint,google_maps:data_id:0x80dd213b25a37de1:0x9dfe79c53aa59753,Blackside HB Window Tinting,+1-714-383-3005,https://www.blacksidehb.com/,B,Huntington Beach,Orange,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80dd2942d9977e2d:0xf9aa42ebc81ae658,Trinity Aesthetic Vinyls,+1-714-855-9507,,A,Huntington Beach,Orange,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80dcdc2742d545e1:0x364eaecf27460fb9,OC Tint Shop,+1-949-637-0296,https://www.octintshop.com/,B,Irvine,Orange,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80dcde99b2f9522d:0x3e2e251719695d7c,Tint Zone,+1-949-398-6530,https://www.tintzone.net/,B,Irvine,Orange,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80dceba1447ec447:0xf082c5832a6092b3,Top Rated Auto Care,+1-866-984-8722,http://www.topratedautocare.com/,A,Mission Viejo,Orange,CA,broken_or_unreachable
engine-v2,window-tint,google_maps:data_id:0x809b27a5d7faa91b:0x2a18d1d87007d81b,Modern Auto Styling,+1-866-357-6148,http://modernautostyling.com/,A,Lincoln,Sacramento,CA,broken_or_unreachable
engine-v2,window-tint,google_maps:data_id:0x809b202fc3b7d255:0xf6b0e77fa789310c,Shades of California,+1-916-803-8468,http://shadesofca.com/,B,Rocklin,Placer,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x809b1fad7b1b72fd:0x5296f942a26617d9,Sterling Window Tinting - Rocklin,+1-916-518-7777,http://sterlingwindowtinting.com/,B,Rocklin,Placer,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x809b1f728f5cd1bb:0xc313eb92c2ae5198,Genesis Window Tinting,+1-916-315-2136,https://genesistinting.com/,B,Roseville,Placer,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x809b21dbeef4cfdf:0x2e7cb3033fe70d94,The Tint Hub,+1-916-705-5139,https://thetinthub.com/,B,Roseville,Placer,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x48e8ab352a1d57a7:0x1395d66e7dc06c9,Aurelio's Mobile Tinting,+1-951-446-6676,,A,Corona,San Bernardino,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80dcc98899337f6f:0x9d73c019e4946ddc,D’s Garage,+1-951-427-0537,,A,Corona,Riverside,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80dcc8169c39aa23:0xd622882ba2a3a021,Sound Accent & Tint,+1-951-582-0720,https://soundaccentandtint.com/,B,Corona,Riverside,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80dcb78fae0d739b:0x4bc058847e5752bd,The Tint & Detail Pros,+1-951-272-8468,http://www.classictintandwraps.com/,A,Corona,Riverside,CA,broken_or_unreachable
engine-v2,window-tint,google_maps:data_id:0x80db6f39025ca943:0x434800e56eb7c9e8,Dr Detail,+1-951-652-3897,,A,Hemet,Riverside,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80db6fec6e4af011:0xe1fb0843a25c9d4a,Outlaw Tintz,+1-951-330-6698,https://instagram.com/outlaw_tintz,A,Hemet,Riverside,CA,third_party_only
engine-v2,window-tint,google_maps:data_id:0x80daf73d5c262d6b:0xb6989f7fdc3e803c,Blue diamond customs & detailing,+1-760-978-4467,,A,Indio,Riverside,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80da577bd8ab6527:0xe36e119e28ebef30,Mobile Glass Tinting and Cleaning,+1-760-641-1230,,A,Indio,Riverside,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80daf7004944257b:0x47065607f9f648c9,Nightowl Restyling,+1-442-381-7761,,A,Indio,Riverside,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x878368743e785159:0x6cd7c0e8582824a4,RR WINDOW TINTING,+1-442-218-9256,https://www.facebook.com/PROFILE.PHP?ID=61575953220488&MIBEXTID=WWXLFR,A,Indio,Riverside,CA,third_party_only
engine-v2,window-tint,google_maps:data_id:0x80daf831db1f898f:0x37677af7c1ece743,Rivera's Window Tinting,+1-760-393-1210,https://rwt-inc.com/,B,Indio,Riverside,CA,functional_with_objective_deficiency
engine-v2,window-tint,google_maps:data_id:0x80dca75c0cb1ac35:0xde7fb33540056778,Jmz window tinting and auto glass,+1-951-823-3865,,A,Moreno Valley,Riverside,CA,no_website_link_listed
engine-v2,window-tint,google_maps:data_id:0x80dca61fbcd4ae03:0xff44ce77e7faaf92,VICKYNO TINT & SOUND,+1-951-697-8999,,A,Moreno Valley,Riverside,CA,no_website_link_listed
